document_id,project_id,document_type,document_date,amount,contractor,location,file_path,extracted_text,status
DOC00750,P00750,Utilization Certificate,2024-11-11,427000.0,Contractor_035,"Jodhpur, Rajasthan",,"Document for project P00750. Type: Utilization Certificate. Amount: 427000.0. Contractor: Contractor_035. Location: Jodhpur, Rajasthan.",In Progress
DOC00751,P00751,Completion Certificate,2024-12-06,4965000.0,Different Contractor,"Khordha, Odisha",,"Document for project P00751. Type: Completion Certificate. Amount: 4965000.0. Contractor: Different Contractor. Location: Khordha, Odisha.",Completed
DOC00752,P00752,Inspection Report,2024-10-19,1056000.0,Contractor_039,"Ahmedabad, Gujarat",,"Document for project P00752. Type: Inspection Report. Amount: 1056000.0. Contractor: Contractor_039. Location: Ahmedabad, Gujarat.",In Progress
DOC00753,P00753,Sanction Letter,2026-01-30,1108000.0,Contractor_047,"Tirupati, Andhra Pradesh",,"Document for project P00753. Type: Sanction Letter. Amount: 1108000.0. Contractor: Contractor_047. Location: Tirupati, Andhra Pradesh.",In Progress
DOC00754,P00754,Utilization Certificate,2025-04-07,858000.0,Contractor_018,"Ahmedabad, Gujarat",,"Document for project P00754. Type: Utilization Certificate. Amount: 858000.0. Contractor: Contractor_018. Location: Ahmedabad, Gujarat.",Completed
DOC00755,P00755,Completion Certificate,2024-03-09,1320000.0,Contractor_013,"Nizamabad, Telangana",,"Document for project P00755. Type: Completion Certificate. Amount: 1320000.0. Contractor: Contractor_013. Location: Nizamabad, Telangana.",In Progress
DOC00756,P00756,Inspection Report,2024-10-28,1659000.0,Contractor_044,"Nashik, Maharashtra",,"Document for project P00756. Type: Inspection Report. Amount: 1659000.0. Contractor: Contractor_044. Location: Nashik, Maharashtra.",In Progress
DOC00757,P00757,Sanction Letter,2025-03-22,787000.0,Contractor_026,"Kolkata, West Bengal",,"Document for project P00757. Type: Sanction Letter. Amount: 787000.0. Contractor: Contractor_026. Location: Kolkata, West Bengal.",In Progress
DOC00758,P00758,Utilization Certificate,2026-04-14,406000.0,Contractor_016,"Nashik, Maharashtra",,"Document for project P00758. Type: Utilization Certificate. Amount: 406000.0. Contractor: Contractor_016. Location: Nashik, Maharashtra.",In Progress
DOC00759,P00759,Completion Certificate,2025-09-06,3560000.0,Contractor_021,"Thrissur, Kerala",,"Document for project P00759. Type: Completion Certificate. Amount: 3560000.0. Contractor: Contractor_021. Location: Thrissur, Kerala.",In Progress
DOC00760,P00760,Inspection Report,2025-05-10,1714000.0,Contractor_040,"Tirupati, Andhra Pradesh",,"Document for project P00760. Type: Inspection Report. Amount: 1714000.0. Contractor: Contractor_040. Location: Tirupati, Andhra Pradesh.",In Progress
DOC00761,P00761,Sanction Letter,2026-04-15,1965000.0,Contractor_018,"Malda, West Bengal",,"Document for project P00761. Type: Sanction Letter. Amount: 1965000.0. Contractor: Contractor_018. Location: Malda, West Bengal.",In Progress
DOC00762,P00762,Utilization Certificate,2025-08-01,818000.0,Contractor_011,"Kota, Rajasthan",,"Document for project P00762. Type: Utilization Certificate. Amount: 818000.0. Contractor: Contractor_011. Location: Kota, Rajasthan.",In Progress
DOC00763,P00763,Completion Certificate,2024-08-26,2628000.0,Contractor_035,"Hyderabad, Telangana",,"Document for project P00763. Type: Completion Certificate. Amount: 2628000.0. Contractor: Contractor_035. Location: Hyderabad, Telangana.",In Progress
DOC00764,P00764,Inspection Report,2024-01-22,4376000.0,Contractor_043,"Guntur, Andhra Pradesh",,"Document for project P00764. Type: Inspection Report. Amount: 4376000.0. Contractor: Contractor_043. Location: Guntur, Andhra Pradesh.",In Progress
DOC00765,P00765,Sanction Letter,2024-09-30,1262000.0,Contractor_017,"Cuttack, Odisha",,"Document for project P00765. Type: Sanction Letter. Amount: 1262000.0. Contractor: Contractor_017. Location: Cuttack, Odisha.",In Progress
DOC00766,P00766,Utilization Certificate,2024-03-08,1841000.0,Contractor_014,"Ernakulam, Kerala",,"Document for project P00766. Type: Utilization Certificate. Amount: 1841000.0. Contractor: Contractor_014. Location: Ernakulam, Kerala.",In Progress
DOC00767,P00767,Completion Certificate,2024-11-27,1497000.0,Contractor_024,"Thrissur, Kerala",,"Document for project P00767. Type: Completion Certificate. Amount: 1497000.0. Contractor: Contractor_024. Location: Thrissur, Kerala.",Completed
DOC00768,P00768,Inspection Report,2025-01-16,623000.0,Contractor_031,"Kollam, Kerala",,"Document for project P00768. Type: Inspection Report. Amount: 623000.0. Contractor: Contractor_031. Location: Kollam, Kerala.",In Progress
DOC00769,P00769,Sanction Letter,2025-11-10,1751000.0,Contractor_009,"Kolkata, West Bengal",,"Document for project P00769. Type: Sanction Letter. Amount: 1751000.0. Contractor: Contractor_009. Location: Kolkata, West Bengal.",Delayed
DOC00770,P00770,Utilization Certificate,2024-01-06,677000.0,Contractor_015,"Nizamabad, Telangana",,"Document for project P00770. Type: Utilization Certificate. Amount: 677000.0. Contractor: Contractor_015. Location: Nizamabad, Telangana.",In Progress
DOC00771,P00771,Completion Certificate,2024-09-01,1090000.0,Contractor_002,"Kollam, Kerala",,"Document for project P00771. Type: Completion Certificate. Amount: 1090000.0. Contractor: Contractor_002. Location: Kollam, Kerala.",Delayed
DOC00772,P00772,Inspection Report,2024-11-06,4314000.0,Contractor_036,"Madurai, Tamil Nadu",,"Document for project P00772. Type: Inspection Report. Amount: 4314000.0. Contractor: Contractor_036. Location: Madurai, Tamil Nadu.",Delayed
DOC00773,P00773,Sanction Letter,2024-06-16,2510000.0,Contractor_035,"Chennai, Tamil Nadu",,"Document for project P00773. Type: Sanction Letter. Amount: 2510000.0. Contractor: Contractor_035. Location: Chennai, Tamil Nadu.",Completed
DOC00774,P00774,Utilization Certificate,2026-04-08,680000.0,Contractor_016,"Mysuru, Karnataka",,"Document for project P00774. Type: Utilization Certificate. Amount: 680000.0. Contractor: Contractor_016. Location: Mysuru, Karnataka.",In Progress
DOC00775,P00775,Completion Certificate,2025-11-04,894000.0,Contractor_011,"Thrissur, Kerala",,"Document for project P00775. Type: Completion Certificate. Amount: 894000.0. Contractor: Contractor_011. Location: Thrissur, Kerala.",Delayed
DOC00776,P00776,Inspection Report,2024-11-08,1516000.0,Contractor_027,"Kozhikode, Kerala",,"Document for project P00776. Type: Inspection Report. Amount: 1516000.0. Contractor: Contractor_027. Location: Kozhikode, Kerala.",In Progress
DOC00777,P00777,Sanction Letter,2024-01-20,429000.0,Contractor_036,"Belagavi, Karnataka",,"Document for project P00777. Type: Sanction Letter. Amount: 429000.0. Contractor: Contractor_036. Location: Belagavi, Karnataka.",In Progress
DOC00778,P00778,Utilization Certificate,2025-01-07,2524000.0,Contractor_059,"Chennai, Tamil Nadu",,"Document for project P00778. Type: Utilization Certificate. Amount: 2524000.0. Contractor: Contractor_059. Location: Chennai, Tamil Nadu.",In Progress
DOC00779,P00779,Completion Certificate,2024-12-28,426000.0,Contractor_003,"Udaipur, Rajasthan",,"Document for project P00779. Type: Completion Certificate. Amount: 426000.0. Contractor: Contractor_003. Location: Udaipur, Rajasthan.",In Progress
DOC00780,P00780,Inspection Report,2024-05-18,684000.0,Contractor_051,"Cuttack, Odisha",,"Document for project P00780. Type: Inspection Report. Amount: 684000.0. Contractor: Contractor_051. Location: Cuttack, Odisha.",In Progress
DOC00781,P00781,Sanction Letter,2026-03-06,1354000.0,Contractor_050,"Udaipur, Rajasthan",,"Document for project P00781. Type: Sanction Letter. Amount: 1354000.0. Contractor: Contractor_050. Location: Udaipur, Rajasthan.",In Progress
DOC00782,P00782,Utilization Certificate,2025-03-15,850000.0,Contractor_008,"Belagavi, Karnataka",,"Document for project P00782. Type: Utilization Certificate. Amount: 850000.0. Contractor: Contractor_008. Location: Belagavi, Karnataka.",Completed
DOC00783,P00783,Completion Certificate,2024-02-18,2040000.0,Contractor_037,"Kollam, Kerala",,"Document for project P00783. Type: Completion Certificate. Amount: 2040000.0. Contractor: Contractor_037. Location: Kollam, Kerala.",Delayed
DOC00784,P00784,Inspection Report,2024-04-11,1307000.0,Contractor_056,"Kota, Rajasthan",,"Document for project P00784. Type: Inspection Report. Amount: 1307000.0. Contractor: Contractor_056. Location: Kota, Rajasthan.",Completed
DOC00785,P00785,Sanction Letter,2024-03-05,2740000.0,Contractor_028,"Aurangabad, Maharashtra",,"Document for project P00785. Type: Sanction Letter. Amount: 2740000.0. Contractor: Contractor_028. Location: Aurangabad, Maharashtra.",In Progress
DOC00786,P00786,Utilization Certificate,2025-09-11,1708000.0,Contractor_027,"Pune, Maharashtra",,"Document for project P00786. Type: Utilization Certificate. Amount: 1708000.0. Contractor: Contractor_027. Location: Pune, Maharashtra.",In Progress
DOC00787,P00787,Completion Certificate,2025-10-25,999000.0,Contractor_035,"Kolkata, West Bengal",,"Document for project P00787. Type: Completion Certificate. Amount: 999000.0. Contractor: Contractor_035. Location: Kolkata, West Bengal.",Completed
DOC00788,P00788,Inspection Report,2024-10-31,499000.0,Contractor_035,"Bengaluru Urban, Karnataka",,"Document for project P00788. Type: Inspection Report. Amount: 499000.0. Contractor: Contractor_035. Location: Bengaluru Urban, Karnataka.",Delayed
DOC00789,P00789,Sanction Letter,2024-01-31,572000.0,Contractor_036,"Ernakulam, Kerala",,"Document for project P00789. Type: Sanction Letter. Amount: 572000.0. Contractor: Contractor_036. Location: Ernakulam, Kerala.",In Progress
DOC00790,P00790,Utilization Certificate,2024-02-03,775000.0,Contractor_007,"Nizamabad, Telangana",,"Document for project P00790. Type: Utilization Certificate. Amount: 775000.0. Contractor: Contractor_007. Location: Nizamabad, Telangana.",In Progress
DOC00791,P00791,Completion Certificate,2024-07-08,1418000.0,Contractor_048,"Surat, Gujarat",,"Document for project P00791. Type: Completion Certificate. Amount: 1418000.0. Contractor: Contractor_048. Location: Surat, Gujarat.",Completed
DOC00792,P00792,Inspection Report,2025-07-15,1473000.0,Contractor_032,"Chennai, Tamil Nadu",,"Document for project P00792. Type: Inspection Report. Amount: 1473000.0. Contractor: Contractor_032. Location: Chennai, Tamil Nadu.",Completed
DOC00793,P00793,Sanction Letter,2025-11-01,2640000.0,Contractor_001,"Coimbatore, Tamil Nadu",,"Document for project P00793. Type: Sanction Letter. Amount: 2640000.0. Contractor: Contractor_001. Location: Coimbatore, Tamil Nadu.",Completed
DOC00794,P00794,Utilization Certificate,2025-07-19,2436000.0,Contractor_034,"Jodhpur, Rajasthan",,"Document for project P00794. Type: Utilization Certificate. Amount: 2436000.0. Contractor: Contractor_034. Location: Jodhpur, Rajasthan.",In Progress
DOC00795,P00795,Completion Certificate,2025-07-28,898000.0,Contractor_009,"Salem, Tamil Nadu",,"Document for project P00795. Type: Completion Certificate. Amount: 898000.0. Contractor: Contractor_009. Location: Salem, Tamil Nadu.",In Progress
DOC00796,P00796,Inspection Report,2024-07-15,1186000.0,Contractor_035,"Madurai, Tamil Nadu",,"Document for project P00796. Type: Inspection Report. Amount: 1186000.0. Contractor: Contractor_035. Location: Madurai, Tamil Nadu.",Delayed
DOC00797,P00797,Sanction Letter,2025-02-09,1038000.0,Contractor_013,"Nashik, Maharashtra",,"Document for project P00797. Type: Sanction Letter. Amount: 1038000.0. Contractor: Contractor_013. Location: Nashik, Maharashtra.",In Progress
DOC00798,P00798,Utilization Certificate,2025-11-01,2650000.0,Contractor_032,"Kolkata, West Bengal",,"Document for project P00798. Type: Utilization Certificate. Amount: 2650000.0. Contractor: Contractor_032. Location: Kolkata, West Bengal.",Completed
DOC00799,P00799,Completion Certificate,2025-10-21,3735000.0,Contractor_050,"Kollam, Kerala",,"Document for project P00799. Type: Completion Certificate. Amount: 3735000.0. Contractor: Contractor_050. Location: Kollam, Kerala.",In Progress
DOC00800,P00800,Inspection Report,2026-03-18,762000.0,Contractor_057,"Ernakulam, Kerala",,"Document for project P00800. Type: Inspection Report. Amount: 762000.0. Contractor: Contractor_057. Location: Ernakulam, Kerala.",Delayed
DOC00801,P00801,Sanction Letter,2024-06-01,848750.0,Contractor_011,Different Location,,Document for project P00801. Type: Sanction Letter. Amount: 848750.0. Contractor: Contractor_011. Location: Different Location.,In Progress
DOC00802,P00802,Utilization Certificate,2024-05-07,1183000.0,Contractor_034,"Mysuru, Karnataka",,"Document for project P00802. Type: Utilization Certificate. Amount: 1183000.0. Contractor: Contractor_034. Location: Mysuru, Karnataka.",Delayed
DOC00803,P00803,Completion Certificate,2025-12-26,1202000.0,Contractor_010,"Howrah, West Bengal",,"Document for project P00803. Type: Completion Certificate. Amount: 1202000.0. Contractor: Contractor_010. Location: Howrah, West Bengal.",In Progress
DOC00804,P00804,Inspection Report,2025-10-19,584000.0,Contractor_049,"Bengaluru Urban, Karnataka",,"Document for project P00804. Type: Inspection Report. Amount: 584000.0. Contractor: Contractor_049. Location: Bengaluru Urban, Karnataka.",In Progress
DOC00805,P00805,Sanction Letter,2025-02-28,1001000.0,Contractor_041,"Guntur, Andhra Pradesh",,"Document for project P00805. Type: Sanction Letter. Amount: 1001000.0. Contractor: Contractor_041. Location: Guntur, Andhra Pradesh.",In Progress
DOC00806,P00806,Utilization Certificate,2024-04-11,671000.0,Contractor_021,"Krishna, Andhra Pradesh",,"Document for project P00806. Type: Utilization Certificate. Amount: 671000.0. Contractor: Contractor_021. Location: Krishna, Andhra Pradesh.",In Progress
DOC00807,P00807,Completion Certificate,2024-12-11,1024000.0,Contractor_059,"Kolkata, West Bengal",,"Document for project P00807. Type: Completion Certificate. Amount: 1024000.0. Contractor: Contractor_059. Location: Kolkata, West Bengal.",Delayed
DOC00808,P00808,Inspection Report,2024-07-05,1720000.0,Contractor_016,"Darjeeling, West Bengal",,"Document for project P00808. Type: Inspection Report. Amount: 1720000.0. Contractor: Contractor_016. Location: Darjeeling, West Bengal.",In Progress
DOC00809,P00809,Sanction Letter,2024-11-18,1726000.0,Contractor_052,"Malda, West Bengal",,"Document for project P00809. Type: Sanction Letter. Amount: 1726000.0. Contractor: Contractor_052. Location: Malda, West Bengal.",In Progress
DOC00810,P00810,Utilization Certificate,2026-03-04,853000.0,Contractor_024,"Kozhikode, Kerala",,"Document for project P00810. Type: Utilization Certificate. Amount: 853000.0. Contractor: Contractor_024. Location: Kozhikode, Kerala.",In Progress
DOC00811,P00811,Completion Certificate,2024-09-07,1616000.0,Contractor_039,"Chennai, Tamil Nadu",,"Document for project P00811. Type: Completion Certificate. Amount: 1616000.0. Contractor: Contractor_039. Location: Chennai, Tamil Nadu.",Delayed
DOC00812,P00812,Inspection Report,2024-11-14,1862000.0,Contractor_029,"Chennai, Tamil Nadu",,"Document for project P00812. Type: Inspection Report. Amount: 1862000.0. Contractor: Contractor_029. Location: Chennai, Tamil Nadu.",Delayed
DOC00813,P00813,Sanction Letter,2025-12-04,557000.0,Contractor_052,"Jodhpur, Rajasthan",,"Document for project P00813. Type: Sanction Letter. Amount: 557000.0. Contractor: Contractor_052. Location: Jodhpur, Rajasthan.",In Progress
DOC00814,P00814,Utilization Certificate,2025-12-03,1838000.0,Contractor_050,"Nashik, Maharashtra",,"Document for project P00814. Type: Utilization Certificate. Amount: 1838000.0. Contractor: Contractor_050. Location: Nashik, Maharashtra.",In Progress
DOC00815,P00815,Completion Certificate,2024-12-29,2643000.0,Contractor_030,"Howrah, West Bengal",,"Document for project P00815. Type: Completion Certificate. Amount: 2643000.0. Contractor: Contractor_030. Location: Howrah, West Bengal.",Completed
DOC00816,P00816,Inspection Report,2025-08-22,1039000.0,Contractor_014,"Khordha, Odisha",,"Document for project P00816. Type: Inspection Report. Amount: 1039000.0. Contractor: Contractor_014. Location: Khordha, Odisha.",In Progress
DOC00817,P00817,Sanction Letter,2025-07-07,2540000.0,Contractor_013,"Tirupati, Andhra Pradesh",,"Document for project P00817. Type: Sanction Letter. Amount: 2540000.0. Contractor: Contractor_013. Location: Tirupati, Andhra Pradesh.",In Progress
DOC00818,P00818,Utilization Certificate,2025-12-03,498000.0,Contractor_034,"Dharwad, Karnataka",,"Document for project P00818. Type: Utilization Certificate. Amount: 498000.0. Contractor: Contractor_034. Location: Dharwad, Karnataka.",In Progress
DOC00819,P00819,Completion Certificate,2024-11-02,481000.0,Contractor_006,"Nashik, Maharashtra",,"Document for project P00819. Type: Completion Certificate. Amount: 481000.0. Contractor: Contractor_006. Location: Nashik, Maharashtra.",In Progress
DOC00820,P00820,Inspection Report,2024-11-30,262000.0,Contractor_012,"Salem, Tamil Nadu",,"Document for project P00820. Type: Inspection Report. Amount: 262000.0. Contractor: Contractor_012. Location: Salem, Tamil Nadu.",Delayed
DOC00821,P00821,Sanction Letter,2025-12-29,1542000.0,Contractor_009,"Salem, Tamil Nadu",,"Document for project P00821. Type: Sanction Letter. Amount: 1542000.0. Contractor: Contractor_009. Location: Salem, Tamil Nadu.",In Progress
DOC00822,P00822,Utilization Certificate,2024-09-30,1932000.0,Contractor_048,"Khordha, Odisha",,"Document for project P00822. Type: Utilization Certificate. Amount: 1932000.0. Contractor: Contractor_048. Location: Khordha, Odisha.",Completed
DOC00823,P00823,Completion Certificate,2024-04-09,838000.0,Contractor_003,"Kozhikode, Kerala",,"Document for project P00823. Type: Completion Certificate. Amount: 838000.0. Contractor: Contractor_003. Location: Kozhikode, Kerala.",In Progress
DOC00824,P00824,Inspection Report,2024-07-08,994000.0,Contractor_011,"Pune, Maharashtra",,"Document for project P00824. Type: Inspection Report. Amount: 994000.0. Contractor: Contractor_011. Location: Pune, Maharashtra.",Completed
DOC00825,P00825,Sanction Letter,2025-09-12,753000.0,Contractor_048,"Belagavi, Karnataka",,"Document for project P00825. Type: Sanction Letter. Amount: 753000.0. Contractor: Contractor_048. Location: Belagavi, Karnataka.",In Progress
DOC00826,P00826,Utilization Certificate,2025-12-19,455000.0,Different Contractor,"Warangal, Telangana",,"Document for project P00826. Type: Utilization Certificate. Amount: 455000.0. Contractor: Different Contractor. Location: Warangal, Telangana.",In Progress
DOC00827,P00827,Completion Certificate,2024-08-06,610000.0,Contractor_025,"Salem, Tamil Nadu",,"Document for project P00827. Type: Completion Certificate. Amount: 610000.0. Contractor: Contractor_025. Location: Salem, Tamil Nadu.",In Progress
DOC00828,P00828,Inspection Report,2025-06-15,1393000.0,Contractor_055,"Krishna, Andhra Pradesh",,"Document for project P00828. Type: Inspection Report. Amount: 1393000.0. Contractor: Contractor_055. Location: Krishna, Andhra Pradesh.",In Progress
DOC00829,P00829,Sanction Letter,2024-11-08,174000.0,Contractor_010,"Mysuru, Karnataka",,"Document for project P00829. Type: Sanction Letter. Amount: 174000.0. Contractor: Contractor_010. Location: Mysuru, Karnataka.",Delayed
DOC00830,P00830,Utilization Certificate,2024-12-12,2785000.0,Contractor_055,"Bengaluru Urban, Karnataka",,"Document for project P00830. Type: Utilization Certificate. Amount: 2785000.0. Contractor: Contractor_055. Location: Bengaluru Urban, Karnataka.",In Progress
DOC00831,P00831,Completion Certificate,2024-05-25,2552000.0,Contractor_021,"Howrah, West Bengal",,"Document for project P00831. Type: Completion Certificate. Amount: 2552000.0. Contractor: Contractor_021. Location: Howrah, West Bengal.",Delayed
DOC00832,P00832,Inspection Report,2024-03-25,630000.0,Contractor_037,"Coimbatore, Tamil Nadu",,"Document for project P00832. Type: Inspection Report. Amount: 630000.0. Contractor: Contractor_037. Location: Coimbatore, Tamil Nadu.",Delayed
DOC00833,P00833,Sanction Letter,2025-03-18,996000.0,Contractor_033,"Krishna, Andhra Pradesh",,"Document for project P00833. Type: Sanction Letter. Amount: 996000.0. Contractor: Contractor_033. Location: Krishna, Andhra Pradesh.",In Progress
DOC00834,P00834,Utilization Certificate,2024-10-26,765000.0,Contractor_043,"Howrah, West Bengal",,"Document for project P00834. Type: Utilization Certificate. Amount: 765000.0. Contractor: Contractor_043. Location: Howrah, West Bengal.",In Progress
DOC00835,P00835,Completion Certificate,2024-01-06,2417000.0,Contractor_001,"Chennai, Tamil Nadu",,"Document for project P00835. Type: Completion Certificate. Amount: 2417000.0. Contractor: Contractor_001. Location: Chennai, Tamil Nadu.",Completed
DOC00836,P00836,Inspection Report,2025-12-02,1827000.0,Contractor_046,"Pune, Maharashtra",,"Document for project P00836. Type: Inspection Report. Amount: 1827000.0. Contractor: Contractor_046. Location: Pune, Maharashtra.",In Progress
DOC00837,P00837,Sanction Letter,2024-11-02,1606000.0,Contractor_029,"Mysuru, Karnataka",,"Document for project P00837. Type: Sanction Letter. Amount: 1606000.0. Contractor: Contractor_029. Location: Mysuru, Karnataka.",In Progress
DOC00838,P00838,Utilization Certificate,2025-06-14,1857000.0,Contractor_013,"Surat, Gujarat",,"Document for project P00838. Type: Utilization Certificate. Amount: 1857000.0. Contractor: Contractor_013. Location: Surat, Gujarat.",Delayed
DOC00839,P00839,Completion Certificate,2024-12-31,890000.0,Contractor_030,"Mysuru, Karnataka",,"Document for project P00839. Type: Completion Certificate. Amount: 890000.0. Contractor: Contractor_030. Location: Mysuru, Karnataka.",In Progress
DOC00840,P00840,Inspection Report,2024-02-24,4631000.0,Contractor_059,"Aurangabad, Maharashtra",,"Document for project P00840. Type: Inspection Report. Amount: 4631000.0. Contractor: Contractor_059. Location: Aurangabad, Maharashtra.",Delayed
DOC00841,P00841,Sanction Letter,2026-04-23,439000.0,Contractor_057,"Kollam, Kerala",,"Document for project P00841. Type: Sanction Letter. Amount: 439000.0. Contractor: Contractor_057. Location: Kollam, Kerala.",In Progress
DOC00842,P00842,Utilization Certificate,2025-08-20,770000.0,Contractor_053,"Tirupati, Andhra Pradesh",,"Document for project P00842. Type: Utilization Certificate. Amount: 770000.0. Contractor: Contractor_053. Location: Tirupati, Andhra Pradesh.",In Progress
DOC00843,P00843,Completion Certificate,2025-04-29,388000.0,Contractor_007,"Guntur, Andhra Pradesh",,"Document for project P00843. Type: Completion Certificate. Amount: 388000.0. Contractor: Contractor_007. Location: Guntur, Andhra Pradesh.",In Progress
DOC00844,P00844,Inspection Report,2024-05-25,2776000.0,Contractor_020,"Vadodara, Gujarat",,"Document for project P00844. Type: Inspection Report. Amount: 2776000.0. Contractor: Contractor_020. Location: Vadodara, Gujarat.",In Progress
DOC00845,P00845,Sanction Letter,2025-03-26,1676000.0,Contractor_023,"Surat, Gujarat",,"Document for project P00845. Type: Sanction Letter. Amount: 1676000.0. Contractor: Contractor_023. Location: Surat, Gujarat.",In Progress
DOC00846,P00846,Utilization Certificate,2024-12-23,1856000.0,Contractor_001,"Tirupati, Andhra Pradesh",,"Document for project P00846. Type: Utilization Certificate. Amount: 1856000.0. Contractor: Contractor_001. Location: Tirupati, Andhra Pradesh.",In Progress
DOC00847,P00847,Completion Certificate,2025-12-09,1493000.0,Contractor_047,"Warangal, Telangana",,"Document for project P00847. Type: Completion Certificate. Amount: 1493000.0. Contractor: Contractor_047. Location: Warangal, Telangana.",In Progress
DOC00848,P00848,Inspection Report,2025-05-29,341000.0,Contractor_025,"Nizamabad, Telangana",,"Document for project P00848. Type: Inspection Report. Amount: 341000.0. Contractor: Contractor_025. Location: Nizamabad, Telangana.",In Progress
DOC00849,P00849,Sanction Letter,2025-10-17,1620000.0,Contractor_009,"Rajkot, Gujarat",,"Document for project P00849. Type: Sanction Letter. Amount: 1620000.0. Contractor: Contractor_009. Location: Rajkot, Gujarat.",Delayed
DOC00850,P00850,Utilization Certificate,2025-01-29,2063000.0,Contractor_059,"Guntur, Andhra Pradesh",,"Document for project P00850. Type: Utilization Certificate. Amount: 2063000.0. Contractor: Contractor_059. Location: Guntur, Andhra Pradesh.",In Progress
DOC00851,P00851,Completion Certificate,2025-12-19,1233750.0,Contractor_012,"Nashik, Maharashtra",,"Document for project P00851. Type: Completion Certificate. Amount: 1233750.0. Contractor: Contractor_012. Location: Nashik, Maharashtra.",Delayed
DOC00852,P00852,Inspection Report,2025-03-22,409000.0,Contractor_043,"Ganjam, Odisha",,"Document for project P00852. Type: Inspection Report. Amount: 409000.0. Contractor: Contractor_043. Location: Ganjam, Odisha.",In Progress
DOC00853,P00853,Sanction Letter,2026-03-28,1069000.0,Contractor_021,"Hyderabad, Telangana",,"Document for project P00853. Type: Sanction Letter. Amount: 1069000.0. Contractor: Contractor_021. Location: Hyderabad, Telangana.",Delayed
DOC00854,P00854,Utilization Certificate,2025-05-28,3045000.0,Contractor_039,"Chennai, Tamil Nadu",,"Document for project P00854. Type: Utilization Certificate. Amount: 3045000.0. Contractor: Contractor_039. Location: Chennai, Tamil Nadu.",In Progress
DOC00855,P00855,Completion Certificate,2025-04-17,1907000.0,Contractor_030,"Rajkot, Gujarat",,"Document for project P00855. Type: Completion Certificate. Amount: 1907000.0. Contractor: Contractor_030. Location: Rajkot, Gujarat.",In Progress
DOC00856,P00856,Inspection Report,2025-04-06,1024000.0,Contractor_004,"Nagpur, Maharashtra",,"Document for project P00856. Type: Inspection Report. Amount: 1024000.0. Contractor: Contractor_004. Location: Nagpur, Maharashtra.",In Progress
DOC00857,P00857,Sanction Letter,2024-06-01,1282000.0,Contractor_060,"Ernakulam, Kerala",,"Document for project P00857. Type: Sanction Letter. Amount: 1282000.0. Contractor: Contractor_060. Location: Ernakulam, Kerala.",In Progress
DOC00858,P00858,Utilization Certificate,2025-04-17,462000.0,Contractor_054,"Udaipur, Rajasthan",,"Document for project P00858. Type: Utilization Certificate. Amount: 462000.0. Contractor: Contractor_054. Location: Udaipur, Rajasthan.",In Progress
DOC00859,P00859,Completion Certificate,2025-09-03,833000.0,Contractor_009,"Cuttack, Odisha",,"Document for project P00859. Type: Completion Certificate. Amount: 833000.0. Contractor: Contractor_009. Location: Cuttack, Odisha.",In Progress
DOC00860,P00860,Inspection Report,2024-12-03,638000.0,Contractor_025,"Malda, West Bengal",,"Document for project P00860. Type: Inspection Report. Amount: 638000.0. Contractor: Contractor_025. Location: Malda, West Bengal.",In Progress
DOC00861,P00861,Sanction Letter,2025-06-25,2267000.0,Contractor_010,"Madurai, Tamil Nadu",,"Document for project P00861. Type: Sanction Letter. Amount: 2267000.0. Contractor: Contractor_010. Location: Madurai, Tamil Nadu.",In Progress
DOC00862,P00862,Utilization Certificate,2024-07-31,1621000.0,Contractor_051,"Mysuru, Karnataka",,"Document for project P00862. Type: Utilization Certificate. Amount: 1621000.0. Contractor: Contractor_051. Location: Mysuru, Karnataka.",In Progress
DOC00863,P00863,Completion Certificate,2025-03-10,865000.0,Contractor_030,"Jaipur, Rajasthan",,"Document for project P00863. Type: Completion Certificate. Amount: 865000.0. Contractor: Contractor_030. Location: Jaipur, Rajasthan.",In Progress
DOC00864,P00864,Inspection Report,2026-02-18,517000.0,Contractor_030,"Nagpur, Maharashtra",,"Document for project P00864. Type: Inspection Report. Amount: 517000.0. Contractor: Contractor_030. Location: Nagpur, Maharashtra.",Delayed
DOC00865,P00865,Sanction Letter,2024-08-21,1540000.0,Contractor_039,"Nizamabad, Telangana",,"Document for project P00865. Type: Sanction Letter. Amount: 1540000.0. Contractor: Contractor_039. Location: Nizamabad, Telangana.",In Progress
DOC00866,P00866,Utilization Certificate,2024-11-04,645000.0,Contractor_060,"Hyderabad, Telangana",,"Document for project P00866. Type: Utilization Certificate. Amount: 645000.0. Contractor: Contractor_060. Location: Hyderabad, Telangana.",In Progress
DOC00867,P00867,Completion Certificate,2025-11-20,202000.0,Contractor_037,"Chennai, Tamil Nadu",,"Document for project P00867. Type: Completion Certificate. Amount: 202000.0. Contractor: Contractor_037. Location: Chennai, Tamil Nadu.",In Progress
DOC00868,P00868,Inspection Report,2024-04-11,218000.0,Contractor_012,"Visakhapatnam, Andhra Pradesh",,"Document for project P00868. Type: Inspection Report. Amount: 218000.0. Contractor: Contractor_012. Location: Visakhapatnam, Andhra Pradesh.",In Progress
DOC00869,P00869,Sanction Letter,2024-04-26,1405000.0,Contractor_033,"Kota, Rajasthan",,"Document for project P00869. Type: Sanction Letter. Amount: 1405000.0. Contractor: Contractor_033. Location: Kota, Rajasthan.",In Progress
